"rtNm ","arsId ","arsId "
"N62","07198","중화중학교.다문화가족지원센터"
"2012","07199","면중초등학교"
"2230","07199","면중초등학교"
"320","07199","면중초등학교"
"N62","07199","면중초등학교"
"2012","07200","면중초등학교"
"2230","07200","면중초등학교"
"320","07200","면중초등학교"
"N62","07200","면중초등학교"
"2012","07201","한양수자인사가정파크"
"320","07201","한양수자인사가정파크"
"N62","07201","한양수자인사가정파크"
"2012","07203","면목동금호어울림아파트"
"2227","07203","면목동금호어울림아파트"
"320","07203","면목동금호어울림아파트"
"N62","07203","면목동금호어울림아파트"
"2012","07204","면목동금호어울림아파트"
"2227","07204","면목동금호어울림아파트"
"320","07204","면목동금호어울림아파트"
"N62","07204","면목동금호어울림아파트"
"2012","07205","면목동대원칸타빌아파트"
"2227","07205","면목동대원칸타빌아파트"
"320","07205","면목동대원칸타빌아파트"
"N62","07205","면목동대원칸타빌아파트"
"2012","07206","용마폭포공원"
"2227","07206","용마폭포공원"
"320","07206","용마폭포공원"
"N62","07206","용마폭포공원"
"2012","07207","용마폭포공원"
"2227","07207","용마폭포공원"
"320","07207","용마폭포공원"
"N62","07207","용마폭포공원"
"2012","07208","용마산역"
"2227","07208","용마산역"
"320","07208","용마산역"
"N62","07208","용마산역"
"2012","07209","용마산역"
"2227","07209","용마산역"
"320","07209","용마산역"
"N62","07209","용마산역"
"2012","07210","용마산하늘채아파트"
"2227","07210","용마산하늘채아파트"
"320","07210","용마산하늘채아파트"
"N62","07210","용마산하늘채아파트"
"2012","07211","용마산하늘채아파트"
"2227","07211","용마산하늘채아파트"
"320","07211","용마산하늘채아파트"
"N62","07211","용마산하늘채아파트"
"1224","07212","묵동구길"
"1227","07212","묵동구길"
"202","07212","묵동구길"
"2113","07212","묵동구길"
"1224","07213","묵동구길"
"1227","07213","묵동구길"
"202","07213","묵동구길"
"2113","07213","묵동구길"
"2114","07213","묵동구길"
"1224","07214","묵1동주민센터입구.먹골역"
"1227","07214","묵1동주민센터입구.먹골역"
"202","07214","묵1동주민센터입구.먹골역"
"1224","07215","묵1동주민센터입구.먹골역"
"1227","07215","묵1동주민센터입구.먹골역"
"202","07215","묵1동주민센터입구.먹골역"
"1213","07216","신성은하수아파트"
"320","07216","신성은하수아파트"
"1213","07217","신성은하수아파트"
"1213","07218","면목2동한신아파트"
"320","07218","면목2동한신아파트"
"1213","07219","면목2동한신아파트"
"1213","07220","면목5동"
"1213","07221","면목5동"
"320","07221","면목5동"
"1213","07222","동서그랜드맨션"
"2013","07222","동서그랜드맨션"
"2311","07222","동서그랜드맨션"
"중랑02","07222","동서그랜드맨션"
"1213","07223","동서그랜드맨션"
"2013","07223","동서그랜드맨션"
"2311","07223","동서그랜드맨션"
"320","07223","동서그랜드맨션"
"1213","07224","하나은행면목지점"
"2013","07224","하나은행면목지점"
"2227","07224","하나은행면목지점"
"242","07224","하나은행면목지점"
"중랑02","07224","하나은행면목지점"
"1213","07225","하나은행면목지점"
"2013","07225","하나은행면목지점"
"2227","07225","하나은행면목지점"
"242","07225","하나은행면목지점"
"중랑02","07225","하나은행면목지점"
"504","02004","서울역버스환승센터"
"1213","07226","면목복개천"
"2013","07226","면목복개천"
"2227","07226","면목복개천"
"242","07226","면목복개천"
"1213","07227","면목복개천"
"2013","07227","면목복개천"
"2227","07227","면목복개천"
"242","07227","면목복개천"
"1213","07228","지하철7호선면목역"
"2013","07228","지하철7호선면목역"
"2227","07228","지하철7호선면목역"
"242","07228","지하철7호선면목역"
"1213","07229","면목역"
"2013","07229","면목역"
"2227","07229","면목역"
"242","07229","면목역"
"1213","07230","농협앞"
"2013","07230","농협앞"
"2227","07230","농협앞"
"242","07230","농협앞"
"중랑02","07230","농협앞"
"1213","07231","농협앞"
"2013","07231","농협앞"
"2227","07231","농협앞"
"242","07231","농협앞"
"중랑02","07231","농협앞"
"1213","07232","혜원여중고후문"
"2013","07232","혜원여중고후문"
"2227","07232","혜원여중고후문"
"242","07232","혜원여중고후문"
"1213","07233","혜원여중고후문"
"2013","07233","혜원여중고후문"
"2227","07233","혜원여중고후문"
"242","07233","혜원여중고후문"
"2016","07234","면목마젤란아파트"
"2016","07235","면목마젤란아파트"
"2016","07236","녹색병원입구"
"2016","07237","녹색병원입구"
"2016","07238","면목두산아파트1차"
"2016","07239","면목두산아파트1차"
"2016","07240","면목두산아파트4.5단지"
"262","07240","면목두산아파트4.5단지"
"2016","07241","면목두산아파트4.5단지"
"262","07241","면목두산아파트4.5단지"
"2015","07242","홈플러스면목동점"
"2112","07242","홈플러스면목동점"
"2227","07242","홈플러스면목동점"
"2230","07242","홈플러스면목동점"
"2233","07242","홈플러스면목동점"
"2311","07242","홈플러스면목동점"
"2312","07242","홈플러스면목동점"
"2015","07243","홈플러스면목동점"
"2112","07243","홈플러스면목동점"
"2227","07243","홈플러스면목동점"
"2230","07243","홈플러스면목동점"
"2233","07243","홈플러스면목동점"
"2311","07243","홈플러스면목동점"
"2312","07243","홈플러스면목동점"
"2015","07244","면목두산아파트2차"
"2112","07244","면목두산아파트2차"
"2227","07244","면목두산아파트2차"
"2230","07244","면목두산아파트2차"
"2233","07244","면목두산아파트2차"
"2311","07244","면목두산아파트2차"
"2312","07244","면목두산아파트2차"
"262","07244","면목두산아파트2차"
"2015","07245","면목두산아파트2차"
"2112","07245","면목두산아파트2차"
"2227","07245","면목두산아파트2차"
"2230","07245","면목두산아파트2차"
"2233","07245","면목두산아파트2차"
"2311","07245","면목두산아파트2차"
"2312","07245","면목두산아파트2차"
"262","07245","면목두산아파트2차"
"2015","07246","사가정역"
"2112","07246","사가정역"
"2227","07246","사가정역"
"2230","07246","사가정역"
"2233","07246","사가정역"
"2311","07246","사가정역"
"2312","07246","사가정역"
"262","07246","사가정역"
"2112","07247","사가정역"
"2227","07247","사가정역"
"2230","07247","사가정역"
"2233","07247","사가정역"
"2311","07247","사가정역"
"2312","07247","사가정역"
"2227","07248","사가정시장"
"2230","07248","사가정시장"
"2312","07248","사가정시장"
"2227","07249","사가정시장"
"2230","07249","사가정시장"
"2312","07249","사가정시장"
"2227","07250","용마산교차로"
"2230","07250","용마산교차로"
"1122","07251","중화2동주민센터"
"2115","07251","중화2동주민센터"
"2235","07251","중화2동주민센터"
"273","07251","중화2동주민센터"
"중랑01","07251","중화2동주민센터"
"1122","07252","중화2동주민센터"
"2114","07252","중화2동주민센터"
"2115","07252","중화2동주민센터"
"2235","07252","중화2동주민센터"
"273","07252","중화2동주민센터"
"중랑01","07252","중화2동주민센터"
"1122","07253","지하철7호선중화역3번출구"
"2115","07253","지하철7호선중화역3번출구"
"2235","07253","지하철7호선중화역3번출구"
"273","07253","지하철7호선중화역3번출구"
"1122","07254","지하철7호선중화역3번출구"
"2115","07254","지하철7호선중화역3번출구"
"2235","07254","지하철7호선중화역3번출구"
"273","07254","지하철7호선중화역3번출구"
"1122","07255","지하철7호선중화역2번출구"
"2115","07255","지하철7호선중화역2번출구"
"2235","07255","지하철7호선중화역2번출구"
"273","07255","지하철7호선중화역2번출구"
"1122","07256","지하철7호선중화역2번출구"
"2115","07256","지하철7호선중화역2번출구"
"2235","07256","지하철7호선중화역2번출구"
"273","07256","지하철7호선중화역2번출구"
"1122","07257","중흥초등학교"
"2115","07257","중흥초등학교"
"2235","07257","중흥초등학교"
"273","07257","중흥초등학교"
"1122","07258","중흥초등학교"
"2115","07258","중흥초등학교"
"2235","07258","중흥초등학교"
"273","07258","중흥초등학교"
"1122","07259","이화연립경동제일교회앞"
"2115","07259","이화연립경동제일교회앞"
"2235","07259","이화연립경동제일교회앞"
"273","07259","이화연립경동제일교회앞"
"1122","07260","이화연립경동제일교회앞"
"2115","07260","이화연립경동제일교회앞"
"2235","07260","이화연립경동제일교회앞"
"273","07260","이화연립경동제일교회앞"
"1122","07261","쌍용아파트신내테크노타운앞"
"2115","07261","쌍용아파트신내테크노타운앞"
"2230","07261","쌍용아파트신내테크노타운앞"
"2311","07261","쌍용아파트신내테크노타운앞"
"273","07261","쌍용아파트신내테크노타운앞"
"1122","07262","쌍용아파트신내테크노타운앞"
"2115","07262","쌍용아파트신내테크노타운앞"
"2230","07262","쌍용아파트신내테크노타운앞"
"2311","07262","쌍용아파트신내테크노타운앞"
"273","07262","쌍용아파트신내테크노타운앞"
"320","07262","쌍용아파트신내테크노타운앞"
"1122","07263","엘지아파트앞"
"2115","07263","엘지아파트앞"
"2230","07263","엘지아파트앞"
"2311","07263","엘지아파트앞"
"273","07263","엘지아파트앞"
"1122","07264","엘지아파트앞"
"2115","07264","엘지아파트앞"
"2230","07264","엘지아파트앞"
"2311","07264","엘지아파트앞"
"273","07264","엘지아파트앞"
"320","07264","엘지아파트앞"
"1122","07265","신현중학교"
"2115","07265","신현중학교"
"2230","07265","신현중학교"
"2311","07265","신현중학교"
"273","07265","신현중학교"
"1122","07266","신현중학교"
"2115","07266","신현중학교"
"2230","07266","신현중학교"
"2311","07266","신현중학교"
"273","07266","신현중학교"
"320","07266","신현중학교"
"1122","07267","중랑구청"
"2115","07267","중랑구청"
"2230","07267","중랑구청"
"2311","07267","중랑구청"
"273","07267","중랑구청"
"1122","07268","중랑구청"
"2115","07268","중랑구청"
"2230","07268","중랑구청"
"2311","07268","중랑구청"
"273","07268","중랑구청"
"320","07268","중랑구청"
"2015","07269","동성프라자앞"
"240","07269","동성프라자앞"
"273","07269","동성프라자앞"
"2015","07270","동성프라자앞"
"240","07270","동성프라자앞"
"273","07270","동성프라자앞"
"2012","07271","성원아파트경남아너스빌앞"
"2015","07271","성원아파트경남아너스빌앞"
"2113","07271","성원아파트경남아너스빌앞"
"2230","07271","성원아파트경남아너스빌앞"
"2234","07271","성원아파트경남아너스빌앞"
"2312","07271","성원아파트경남아너스빌앞"
"241","07271","성원아파트경남아너스빌앞"
"320","07271","성원아파트경남아너스빌앞"
"2012","07272","성원아파트경남아너스빌앞"
"2015","07272","성원아파트경남아너스빌앞"
"2113","07272","성원아파트경남아너스빌앞"
"2230","07272","성원아파트경남아너스빌앞"
"2234","07272","성원아파트경남아너스빌앞"
"2312","07272","성원아파트경남아너스빌앞"
"241","07272","성원아파트경남아너스빌앞"
"2012","07273","중랑구청사거리"
"2015","07273","중랑구청사거리"
"2113","07273","중랑구청사거리"
"2230","07273","중랑구청사거리"
"2234","07273","중랑구청사거리"
"2312","07273","중랑구청사거리"
"241","07273","중랑구청사거리"
"320","07273","중랑구청사거리"
"2012","07274","중랑구청사거리"
"2015","07274","중랑구청사거리"
"2113","07274","중랑구청사거리"
"2234","07274","중랑구청사거리"
"2312","07274","중랑구청사거리"
"241","07274","중랑구청사거리"
"1122","07275","신내동성3차아파트"
"2012","07275","신내동성3차아파트"
"2113","07275","신내동성3차아파트"
"2115","07275","신내동성3차아파트"
"2234","07275","신내동성3차아파트"
"2311","07275","신내동성3차아파트"
"2312","07275","신내동성3차아파트"
"240","07275","신내동성3차아파트"
"241","07275","신내동성3차아파트"
"1122","07276","신내동성1.2차아파트"
"2012","07276","신내동성1.2차아파트"
"2113","07276","신내동성1.2차아파트"
"2115","07276","신내동성1.2차아파트"
"2234","07276","신내동성1.2차아파트"
"2311","07276","신내동성1.2차아파트"
"2312","07276","신내동성1.2차아파트"
"240","07276","신내동성1.2차아파트"
"241","07276","신내동성1.2차아파트"
"1122","07277","신내10단지아파트"
"2012","07277","신내10단지아파트"
"2113","07277","신내10단지아파트"
"2115","07277","신내10단지아파트"
"2234","07277","신내10단지아파트"
"2311","07277","신내10단지아파트"
"2312","07277","신내10단지아파트"
"240","07277","신내10단지아파트"
"241","07277","신내10단지아파트"
"1122","07278","신내9단지아파트"
"2012","07278","신내9단지아파트"
"2113","07278","신내9단지아파트"
"2115","07278","신내9단지아파트"
"2234","07278","신내9단지아파트"
"2311","07278","신내9단지아파트"
"2312","07278","신내9단지아파트"
"240","07278","신내9단지아파트"
"241","07278","신내9단지아파트"
"1122","07279","신내8단지아파트.서울의료원"
"2012","07279","신내8단지아파트.서울의료원"
"2113","07279","신내8단지아파트.서울의료원"
"2115","07279","신내8단지아파트.서울의료원"
"2234","07279","신내8단지아파트.서울의료원"
"2311","07279","신내8단지아파트.서울의료원"
"2312","07279","신내8단지아파트.서울의료원"
"240","07279","신내8단지아파트.서울의료원"
"241","07279","신내8단지아파트.서울의료원"
"1122","07280","신내9단지아파트.서울의료원"
"1221","07280","신내9단지아파트.서울의료원"
"2012","07280","신내9단지아파트.서울의료원"
"2113","07280","신내9단지아파트.서울의료원"
"2115","07280","신내9단지아파트.서울의료원"
"2234","07280","신내9단지아파트.서울의료원"
"2311","07280","신내9단지아파트.서울의료원"
"2312","07280","신내9단지아파트.서울의료원"
"240","07280","신내9단지아파트.서울의료원"
"241","07280","신내9단지아파트.서울의료원"
"1122","07281","신내7단지아파트홈플러스"
"2012","07281","신내7단지아파트홈플러스"
"2113","07281","신내7단지아파트홈플러스"
"2115","07281","신내7단지아파트홈플러스"
"240","07281","신내7단지아파트홈플러스"
"240","07281","신내7단지아파트홈플러스"
"241","07281","신내7단지아파트홈플러스"
"1122","07282","신내7단지아파트홈플러스"
"2012","07282","신내7단지아파트홈플러스"
"2113","07282","신내7단지아파트홈플러스"
"2115","07282","신내7단지아파트홈플러스"
"240","07282","신내7단지아파트홈플러스"
"241","07282","신내7단지아파트홈플러스"
"240","07283","봉화초등학교"
"1221","07284","봉화초등학교"
"240","07284","봉화초등학교"
"240","07285","신내6단지아파트.옹기테마공원"
"2012","07286","신내6단지"
"2113","07286","신내6단지"
"2115","07286","신내6단지"
"240","07286","신내6단지"
"241","07286","신내6단지"
"240","07287","신내6단지아파트.옹기테마공원"
"1122","07288","신내우체국.5단지두산대림아파트"
"2113","07288","신내우체국.5단지두산대림아파트"
"2115","07288","신내우체국.5단지두산대림아파트"
"2234","07288","신내우체국.5단지두산대림아파트"
"240","07288","신내우체국.5단지두산대림아파트"
"1122","07289","신내우체국.5단지두산대림아파트"
"1143","07289","신내우체국.5단지두산대림아파트"
"2113","07289","신내우체국.5단지두산대림아파트"
"2115","07289","신내우체국.5단지두산대림아파트"
"240","07289","신내우체국.5단지두산대림아파트"
"1122","07290","구립도서관체육관"
"2113","07290","구립도서관체육관"
"2115","07290","구립도서관체육관"
"2234","07290","구립도서관체육관"
"1122","07291","구립도서관체육관"
"1143","07291","구립도서관체육관"
"2113","07291","구립도서관체육관"
"2115","07291","구립도서관체육관"
"1122","07292","신내4단지아파트"
"2113","07292","신내4단지아파트"
"2114","07292","신내4단지아파트"
"2115","07292","신내4단지아파트"
"2234","07292","신내4단지아파트"
"1122","07293","신내4단지아파트"
"1143","07293","신내4단지아파트"
"2113","07293","신내4단지아파트"
"2114","07293","신내4단지아파트"
"2115","07293","신내4단지아파트"
"1122","07294","지하철6호선화랑대역"
"1143","07294","지하철6호선화랑대역"
"1221","07294","지하철6호선화랑대역"
"2113","07294","지하철6호선화랑대역"
"2115","07294","지하철6호선화랑대역"
"2115","07294","지하철6호선화랑대역"
"1122","07295","지하철6호선화랑대역"
"1143","07295","지하철6호선화랑대역"
"1221","07295","지하철6호선화랑대역"
"2115","07295","지하철6호선화랑대역"
"2115","07295","지하철6호선화랑대역"
"1122","07296","봉화산역2번출구"
"1221","07296","봉화산역2번출구"
"2012","07296","봉화산역2번출구"
"2114","07296","봉화산역2번출구"
"2115","07296","봉화산역2번출구"
"2234","07296","봉화산역2번출구"
"241","07296","봉화산역2번출구"
"1122","07297","봉화산역3번출구"
"1221","07297","봉화산역3번출구"
"2012","07297","봉화산역3번출구"
"2114","07297","봉화산역3번출구"
"2115","07297","봉화산역3번출구"
"2234","07297","봉화산역3번출구"
"241","07297","봉화산역3번출구"
"2227","07298","중랑경찰서후문"
"2235","07298","중랑경찰서후문"
"241","07298","중랑경찰서후문"
"2227","07299","새우개마을"
"2235","07299","새우개마을"
"241","07299","새우개마을"
"2227","07300","신내능마을"
"2235","07300","신내능마을"
"241","07300","신내능마을"
"2235","07301","신내능마을"
"241","07301","신내능마을"
"2015","07302","신내교회.신내데시앙아파트"
"2016","07302","신내교회.신내데시앙아파트"
"2235","07302","신내교회.신내데시앙아파트"
"242","07302","신내교회.신내데시앙아파트"
"260","07302","신내교회.신내데시앙아파트"
"273","07302","신내교회.신내데시앙아파트"
"N26","07302","신내교회.신내데시앙아파트"
"2015","07303","신내교회.신내데시앙아파트"
"2016","07303","신내교회.신내데시앙아파트"
"2235","07303","신내교회.신내데시앙아파트"
"242","07303","신내교회.신내데시앙아파트"
"260","07303","신내교회.신내데시앙아파트"
"273","07303","신내교회.신내데시앙아파트"
"N26","07303","신내교회.신내데시앙아파트"
"2016","07304","신내초등학교"
"2234","07304","신내초등학교"
"2235","07304","신내초등학교"
"240","07304","신내초등학교"
"242","07304","신내초등학교"
"260","07304","신내초등학교"
"N26","07304","신내초등학교"
"2016","07305","신내새한아파트앞"
"2234","07305","신내새한아파트앞"
"2235","07305","신내새한아파트앞"
"240","07305","신내새한아파트앞"
"242","07305","신내새한아파트앞"
"260","07305","신내새한아파트앞"
"N26","07305","신내새한아파트앞"
"2016","07306","능산지하차도"
"2234","07306","능산지하차도"
"2235","07306","능산지하차도"
"240","07306","능산지하차도"
"242","07306","능산지하차도"
"260","07306","능산지하차도"
"N26","07306","능산지하차도"
"2016","07307","능산지하차도"
"2235","07307","능산지하차도"
"240","07307","능산지하차도"
"242","07307","능산지하차도"
"260","07307","능산지하차도"
"N26","07307","능산지하차도"
"2012","07308","상봉터미널"
"2230","07308","상봉터미널"
"240","07308","상봉터미널"
"2012","07309","상봉터미널"
"2230","07309","상봉터미널"
"240","07309","상봉터미널"
"320","07309","상봉터미널"
"2012","07310","망우3동주민센터.혜원여중고후문"
"320","07310","망우3동주민센터.혜원여중고후문"
"2012","07311","망우3동주민센터.혜원여중고후문"
"320","07311","망우3동주민센터.혜원여중고후문"
"2012","07312","동원시장"
"320","07312","동원시장"
"2012","07313","동원시장"
"320","07313","동원시장"
"2012","07314","면목본동파출소"
"320","07314","면목본동파출소"
"2012","07315","면목본동파출소"
"320","07315","면목본동파출소"
"2114","07316","중화2동체육공원"
"2115","07316","중화2동체육공원"
"2115","07317","중화빗물펌프장"
"2115","07318","중화2동새마을금고"
"2114","07319","중화2동새마을금고"
"2115","07319","중화2동새마을금고"
"2115","07320","중랑교동부시장"
"2114","07321","중랑교동부시장"
"2115","07321","중랑교동부시장"
"2016","07324","아남리치카운티아파트"
"2227","07325","망우동고개"
"2234","07325","망우동고개"
"262","07325","망우동고개"
"2227","07327","망우금호어울림아파트"
"2234","07327","망우금호어울림아파트"
"262","07327","망우금호어울림아파트"
"270","07327","망우금호어울림아파트"
"2227","07328","망우동금호어울림아파트"
"2234","07328","망우동금호어울림아파트"
"262","07328","망우동금호어울림아파트"
"2227","07329","경남아파트"
"2234","07329","경남아파트"
"262","07329","경남아파트"
"270","07329","경남아파트"
"2227","07330","서울특별시북부병원"
"2234","07330","서울특별시북부병원"
"262","07330","서울특별시북부병원"
"2227","07331","양원역입구"
"2234","07331","양원역입구"
"262","07331","양원역입구"
"270","07331","양원역입구"
"2227","07332","양원역입구"
"2234","07332","양원역입구"
"262","07332","양원역입구"
"2113","07333","양원리"
"2227","07333","양원리"
"2234","07333","양원리"
"262","07333","양원리"
"2113","07334","양원리"
"2227","07334","양원리"
"2234","07334","양원리"
"262","07334","양원리"
"2113","07335","동서울교회"
"2227","07335","동서울교회"
"2234","07335","동서울교회"
"262","07335","동서울교회"
"2113","07336","동서울교회"
"2227","07336","동서울교회"
"2234","07336","동서울교회"
"262","07336","동서울교회"
"2012","07337","중랑공영차고지"
"2015","07337","중랑공영차고지"
"2016","07337","중랑공영차고지"
"2113","07337","중랑공영차고지"
"2114","07337","중랑공영차고지"
"2115","07337","중랑공영차고지"
"2234","07337","중랑공영차고지"
"2311","07337","중랑공영차고지"
"2312","07337","중랑공영차고지"
"240","07337","중랑공영차고지"
"242","07337","중랑공영차고지"
"260","07337","중랑공영차고지"
"262","07337","중랑공영차고지"
"273","07337","중랑공영차고지"
"N26","07337","중랑공영차고지"
"2016","07346","면목아남아파트"
"1122","07347","중랑소방서"
"2012","07347","중랑소방서"
"2113","07347","중랑소방서"
"2115","07347","중랑소방서"
"240","07347","중랑소방서"
"241","07347","중랑소방서"
"2114","07348","세방아파트입구"
"2114","07349","원묵고등학교"
"2114","07350","먹골파출소.신안아파트입구"
"2114","07351","먹골파출소.신안아파트입구"
"2114","07352","신안2차아파트"
"2114","07353","신안2차아파트입구"
"1122","07354","중랑소방서"
"2012","07354","중랑소방서"
"2113","07354","중랑소방서"
"2115","07354","중랑소방서"
"240","07354","중랑소방서"
"240","07354","중랑소방서"
"241","07354","중랑소방서"
"2113","07355","송곡여고양원역"
"2113","07356","송곡여고양원역"
"2113","07357","엘림재가방문요양센터"
"2113","07358","엘림재가방문요양센터"
"2113","07359","이화미디어고.중랑숲어린이도서관"
"2113","07360","이화미디어고.중랑숲어린이도서관"
"2113","07361","금란교회"
"2113","07362","금란교회"
"2113","07363","망우사거리"
"2113","07364","망우사거리"
"2113","07365","국민은행망우동지점"
"2113","07366","국민은행망우동지점"
"2012","07367","신내6단지아파트"
"2113","07367","신내6단지아파트"
"2115","07367","신내6단지아파트"
"240","07367","신내6단지아파트"
"241","07367","신내6단지아파트"
"2113","07369","이수아파트앞시장입구"
"2113","07370","이수아파트앞시장입구"
"2113","07371","묵동교"
"2113","07372","묵동교"
"2113","07373","동양쇼핑"
"2114","07373","동양쇼핑"
"2113","07374","동양쇼핑"
"2113","07375","우리은행"
"2114","07375","우리은행"
"2113","07376","목동교입구.로프트원오피스텔"
"2113","07377","한국아파트"
"2113","07378","동구햇살아파트"
"2114","07379","묵동명사약국"
"2113","07380","묵동명사약국"
"2114","07380","묵동명사약국"
"2114","07381","브라운캐슬"
"2114","07382","브라운캐슬"
"2114","07383","먹골역입구"
"2114","07384","먹골역입구"
"2114","07385","묵2동주민센터"
"2114","07386","묵2동주민센터"
"2114","07387","금보당금은방"
"2114","07388","금보당금은방"
"2114","07389","신묵초등학교입구"
"2114","07390","신묵초등학교"
"2114","07391","제일시장"
"2114","07392","제일프라자"
"2114","07393","신동신약국"
"2114","07394","신동신약국"
"2114","07395","중화역입구대원사약국"
"중랑01","07395","중화역입구대원사약국"
"2114","07396","중화역입구대원사입구"
"2114","07397","태릉시장입구"
"중랑01","07397","태릉시장입구"
"2114","07398","태릉프라자약국농협"
"2114","07399","태릉시장입구굴다리"
"2234","07401","우남푸르미아아파트"
"2234","07402","우남푸르미아아파트"
"2234","07403","신내초등학교"
"2234","07404","신내초등학교"
"2234","07405","경남아파트"
"2234","07406","대명프라자"
"2234","07407","건영아파트"
"2230","07408","상봉1동주민센터"
"2235","07408","상봉1동주민센터"
"2311","07408","상봉1동주민센터"
"320","07408","상봉1동주민센터"
"2230","07409","상봉1동주민센터"
"2235","07409","상봉1동주민센터"
"2311","07409","상봉1동주민센터"
"2230","07410","신내쌍용아파트"
"2235","07410","신내쌍용아파트"
"2311","07410","신내쌍용아파트"
"320","07410","신내쌍용아파트"
"2230","07411","신내쌍용아파트"
"2235","07411","신내쌍용아파트"
"2311","07411","신내쌍용아파트"
"2016","07415","면목두산아파트2.3단지"
"262","07415","면목두산아파트2.3단지"
"2113","07417","망우역"
"6100","07417","망우역"
"2012","07418","중랑공영차고지.신내역"
"2015","07418","중랑공영차고지.신내역"
"2016","07418","중랑공영차고지.신내역"
"2113","07418","중랑공영차고지.신내역"
"2114","07418","중랑공영차고지.신내역"
"2115","07418","중랑공영차고지.신내역"
"2234","07418","중랑공영차고지.신내역"
"2311","07418","중랑공영차고지.신내역"
"2312","07418","중랑공영차고지.신내역"
"240","07418","중랑공영차고지.신내역"
"242","07418","중랑공영차고지.신내역"
"260","07418","중랑공영차고지.신내역"
"262","07418","중랑공영차고지.신내역"
"273","07418","중랑공영차고지.신내역"
"N26","07418","중랑공영차고지.신내역"
"270","07420","서울특별시북부병원"
"270","07421","양원역"
"2114","07422","성은교회앞"
"2115","07422","성은교회앞"
"270","07424","해모로아파트앞"
"105","07425","먹골역"
"1224","07425","먹골역"
"1227","07425","먹골역"
"146","07425","먹골역"
"202","07425","먹골역"
"N61","07425","먹골역"
"105","07426","먹골역"
"1224","07426","먹골역"
"1227","07426","먹골역"
"146","07426","먹골역"
"202","07426","먹골역"
"N61","07426","먹골역"
"2115","07427","중화2동체육공원"
"2113","07429","태릉고등학교앞"
"1122","07430","태릉고등학교.원묵초등학교"
"2113","07430","태릉고등학교.원묵초등학교"
"2114","07430","태릉고등학교.원묵초등학교"
"2115","07430","태릉고등학교.원묵초등학교"
"2234","07430","태릉고등학교.원묵초등학교"
"1122","07431","태릉고등학교.원묵초등학교"
"1143","07431","태릉고등학교.원묵초등학교"
"2114","07431","태릉고등학교.원묵초등학교"
"2115","07431","태릉고등학교.원묵초등학교"
"2012","07432","서울의료원후문"
"2114","07432","서울의료원후문"
"2115","07432","서울의료원후문"
"2311","07432","서울의료원후문"
"2312","07432","서울의료원후문"
"241","07432","서울의료원후문"
"2012","07433","서울의료원후문"
"2114","07433","서울의료원후문"
"2115","07433","서울의료원후문"
"2311","07433","서울의료원후문"
"2312","07433","서울의료원후문"
"241","07433","서울의료원후문"
"2012","07434","신내데시앙아파트후문"
"2114","07434","신내데시앙아파트후문"
"2115","07434","신내데시앙아파트후문"
"2311","07434","신내데시앙아파트후문"
"2312","07434","신내데시앙아파트후문"
"241","07434","신내데시앙아파트후문"
"2012","07435","신내데시앙아파트후문"
"2114","07435","신내데시앙아파트후문"
"2115","07435","신내데시앙아파트후문"
"2311","07435","신내데시앙아파트후문"
"2312","07435","신내데시앙아파트후문"
"241","07435","신내데시앙아파트후문"
"2012","07436","중화중학교삼거리"
"320","07436","중화중학교삼거리"
"중랑02","07436","중화중학교삼거리"
"240","07437","새우개마을입구"
"2113","07438","신내차량사업소입구"
"2227","07438","신내차량사업소입구"
"2234","07438","신내차량사업소입구"
"262","07438","신내차량사업소입구"
"4212","07439","용마산빌라"
"2113","07440","신내역1번출구"
"2227","07440","신내역1번출구"
"2234","07440","신내역1번출구"
"262","07440","신내역1번출구"
"2114","07442","능말입구"
"260","07442","능말입구"
"2114","07447","능말입구"
"260","07447","능말입구"
"2227","07448","중랑경찰서후문"
"2235","07448","중랑경찰서후문"
"241","07448","중랑경찰서후문"
"2114","07450","당너머"
"2227","07450","당너머"
"2235","07450","당너머"
"241","07450","당너머"
"260","07450","당너머"
"2114","07451","당너머"
"2227","07451","당너머"
"2235","07451","당너머"
"241","07451","당너머"
"260","07451","당너머"
"2114","07452","신내데시앙포레아파트220동앞"
"2227","07452","신내데시앙포레아파트220동앞"
"2235","07452","신내데시앙포레아파트220동앞"
"241","07452","신내데시앙포레아파트220동앞"
"260","07452","신내데시앙포레아파트220동앞"
"2114","07453","신내데시앙포레아파트220동앞"
"2227","07453","신내데시앙포레아파트220동앞"
"2235","07453","신내데시앙포레아파트220동앞"
"241","07453","신내데시앙포레아파트220동앞"
"260","07453","신내데시앙포레아파트220동앞"
"2114","07454","신내데시앙포레아파트222동앞"
"2227","07454","신내데시앙포레아파트222동앞"
"2235","07454","신내데시앙포레아파트222동앞"
"241","07454","신내데시앙포레아파트222동앞"
"260","07454","신내데시앙포레아파트222동앞"
"2114","07455","새솔초등학교입구"
"2227","07455","새솔초등학교입구"
"2235","07455","새솔초등학교입구"
"241","07455","새솔초등학교입구"
"260","07455","새솔초등학교입구"
"2114","07456","새솔초등학교"
"2227","07456","새솔초등학교"
"2235","07456","새솔초등학교"
"241","07456","새솔초등학교"
"260","07456","새솔초등학교"
"2114","07457","중랑경찰서정문.우디안101동앞"
"260","07457","중랑경찰서정문.우디안101동앞"
"2114","07458","중랑경찰서정문.우디안101동앞"
